ShipmentID,CustomerName,OriginPort,DestinationPort,Carrier,BookingDate,ETD,ETA,ATD,ATA,PlannedTransitDays,ActualTransitDays,DelayDays,DelayReason,ShipmentStatus,Priority
SHP1155,Falcon Electronics,Qingdao,Jebel Ali,MSC,2024-01-02,2024-01-05,2024-01-21,2024-01-05,2024-01-26,16,21,5,Documentation Issue,Delayed,Low
SHP1156,Blue Ocean LLC,Qingdao,Abu Dhabi,CMA CGM,2024-06-11,2024-06-14,2024-06-28,2024-06-14,2024-06-27,14,13,0,None,On Time,High
SHP1157,Emirates Retail,Shanghai,Jebel Ali,MSC,2024-04-04,2024-04-07,2024-04-25,2024-04-08,2024-04-30,18,22,4,Documentation Issue,Delayed,High
SHP1158,Blue Ocean LLC,Singapore,Abu Dhabi,COSCO,2024-06-07,2024-06-10,2024-06-24,2024-06-10,2024-06-28,14,18,4,Customs Hold,Delayed,Low
SHP1159,Al Noor Trading,Shenzhen,Abu Dhabi,Maersk,2024-04-23,2024-04-26,2024-05-16,2024-04-26,2024-05-17,20,21,1,Documentation Issue,Delayed,Medium
SHP1160,Gulf Imports,Qingdao,Jebel Ali,Maersk,2024-06-22,2024-06-25,2024-07-16,2024-06-26,2024-07-20,21,24,3,Port Congestion,Delayed,High
SHP1161,Desert Mart,Shenzhen,Jebel Ali,Maersk,2024-03-18,2024-03-21,2024-04-07,2024-03-21,2024-04-12,17,22,5,Customs Hold,Delayed,Medium
SHP1162,Emirates Retail,Singapore,Jebel Ali,Hapag Lloyd,2024-04-20,2024-04-23,2024-05-09,2024-04-24,2024-05-10,16,16,0,None,On Time,Low
SHP1163,Arabian Supplies,Singapore,Jebel Ali,COSCO,2024-06-20,2024-06-23,2024-07-12,2024-06-24,2024-07-12,19,18,0,None,On Time,High
SHP1164,Blue Ocean LLC,Busan,Abu Dhabi,ONE,2024-04-27,2024-04-30,2024-05-15,2024-05-01,2024-05-21,15,20,5,Documentation Issue,Delayed,Low
SHP1165,Al Noor Trading,Shenzhen,Jebel Ali,Evergreen,2024-04-16,2024-04-19,2024-05-07,2024-04-20,2024-05-07,18,17,0,None,On Time,Low
SHP1166,Arabian Supplies,Shanghai,Jebel Ali,COSCO,2024-04-27,2024-04-30,2024-05-19,2024-05-01,2024-05-19,19,18,0,None,On Time,Low
SHP1167,Gulf Imports,Shenzhen,Jebel Ali,Maersk,2024-04-12,2024-04-15,2024-04-30,2024-04-16,2024-05-03,15,17,2,Customs Hold,Delayed,Low
SHP1168,Desert Mart,Singapore,Jebel Ali,MSC,2024-06-11,2024-06-14,2024-06-29,2024-06-14,2024-07-02,15,18,3,Customs Hold,Delayed,High
SHP1169,Emirates Retail,Ningbo,Jebel Ali,MSC,2024-02-07,2024-02-10,2024-02-28,2024-02-10,2024-02-28,18,18,0,None,On Time,Low
SHP1170,Falcon Electronics,Singapore,Abu Dhabi,Evergreen,2024-05-06,2024-05-09,2024-05-30,2024-05-10,2024-06-05,21,26,5,Documentation Issue,Delayed,Low
SHP1171,Blue Ocean LLC,Singapore,Abu Dhabi,Evergreen,2024-03-21,2024-03-24,2024-04-09,2024-03-24,2024-04-11,16,18,2,Vessel Rollover,Delayed,Medium
SHP1172,Blue Ocean LLC,Qingdao,Jebel Ali,Maersk,2024-05-31,2024-06-03,2024-06-17,2024-06-03,2024-06-18,14,15,1,Customs Hold,Delayed,Medium
SHP1173,Emirates Retail,Busan,Abu Dhabi,COSCO,2024-03-14,2024-03-17,2024-04-01,2024-03-17,2024-04-05,15,19,4,Documentation Issue,Delayed,Low
SHP1174,Emirates Retail,Qingdao,Jebel Ali,Maersk,2024-05-21,2024-05-24,2024-06-07,2024-05-24,2024-06-09,14,16,2,Customs Hold,Delayed,Medium
SHP1175,Falcon Electronics,Ningbo,Jebel Ali,MSC,2024-01-27,2024-01-30,2024-02-18,2024-01-30,2024-02-22,19,23,4,Documentation Issue,Delayed,Low
SHP1176,Desert Mart,Shenzhen,Abu Dhabi,COSCO,2024-04-22,2024-04-25,2024-05-16,2024-04-25,2024-05-19,21,24,3,Customs Hold,Delayed,Medium
SHP1177,Desert Mart,Shanghai,Abu Dhabi,CMA CGM,2024-06-22,2024-06-25,2024-07-09,2024-06-26,2024-07-15,14,19,5,Port Congestion,Delayed,Medium
SHP1178,Falcon Electronics,Ningbo,Abu Dhabi,CMA CGM,2024-06-17,2024-06-20,2024-07-06,2024-06-20,2024-07-07,16,17,1,Documentation Issue,Delayed,Low
SHP1179,Desert Mart,Busan,Abu Dhabi,ONE,2024-06-27,2024-06-30,2024-07-20,2024-06-30,2024-07-20,20,20,0,None,On Time,Medium
SHP1180,Desert Mart,Shanghai,Abu Dhabi,CMA CGM,2024-02-02,2024-02-05,2024-02-20,2024-02-06,2024-02-25,15,19,4,Documentation Issue,Delayed,High
SHP1181,Gulf Imports,Ningbo,Jebel Ali,Maersk,2024-02-24,2024-02-27,2024-03-17,2024-02-28,2024-03-23,19,24,5,Weather,Delayed,Medium
SHP1182,Gulf Imports,Busan,Abu Dhabi,MSC,2024-01-26,2024-01-29,2024-02-12,2024-01-30,2024-02-17,14,18,4,Documentation Issue,Delayed,High
SHP1183,Blue Ocean LLC,Shenzhen,Jebel Ali,COSCO,2024-02-16,2024-02-19,2024-03-06,2024-02-20,2024-03-11,16,20,4,Port Congestion,Delayed,Low
SHP1184,Desert Mart,Qingdao,Jebel Ali,CMA CGM,2024-03-13,2024-03-16,2024-04-06,2024-03-16,2024-04-06,21,21,0,None,On Time,Low
SHP1185,Emirates Retail,Busan,Abu Dhabi,MSC,2024-05-26,2024-05-29,2024-06-19,2024-05-30,2024-06-22,21,23,2,Vessel Rollover,Delayed,High
SHP1186,Falcon Electronics,Qingdao,Abu Dhabi,Hapag Lloyd,2024-06-03,2024-06-06,2024-06-22,2024-06-07,2024-06-28,16,21,5,Port Congestion,Delayed,High
SHP1187,Desert Mart,Qingdao,Jebel Ali,Evergreen,2024-05-12,2024-05-15,2024-05-30,2024-05-15,2024-05-31,15,16,1,Weather,Delayed,Medium
SHP1188,Al Noor Trading,Qingdao,Jebel Ali,COSCO,2024-01-24,2024-01-27,2024-02-13,2024-01-28,2024-02-19,17,22,5,Customs Hold,Delayed,Low
SHP1189,Gulf Imports,Shanghai,Abu Dhabi,Maersk,2024-04-05,2024-04-08,2024-04-25,2024-04-08,2024-04-27,17,19,2,Customs Hold,Delayed,Low
SHP1190,Al Noor Trading,Shenzhen,Abu Dhabi,ONE,2024-06-15,2024-06-18,2024-07-07,2024-06-18,2024-07-12,19,24,5,Weather,Delayed,High
SHP1191,Al Noor Trading,Shenzhen,Jebel Ali,Evergreen,2024-06-29,2024-07-02,2024-07-23,2024-07-02,2024-07-25,21,23,2,Port Congestion,Delayed,High
SHP1192,Gulf Imports,Shenzhen,Jebel Ali,Maersk,2024-05-20,2024-05-23,2024-06-12,2024-05-24,2024-06-12,20,19,0,None,On Time,High
SHP1193,Arabian Supplies,Qingdao,Jebel Ali,ONE,2024-04-17,2024-04-20,2024-05-11,2024-04-20,2024-05-10,21,20,0,None,On Time,Low
SHP1194,Blue Ocean LLC,Shanghai,Abu Dhabi,MSC,2024-05-27,2024-05-30,2024-06-16,2024-05-30,2024-06-20,17,21,4,Customs Hold,Delayed,Low
SHP1195,Desert Mart,Shanghai,Jebel Ali,COSCO,2024-04-16,2024-04-19,2024-05-05,2024-04-19,2024-05-09,16,20,4,Documentation Issue,Delayed,Medium
SHP1196,Desert Mart,Shanghai,Abu Dhabi,MSC,2024-01-12,2024-01-15,2024-02-04,2024-01-16,2024-02-06,20,21,1,Port Congestion,Delayed,Low
SHP1197,Al Noor Trading,Shenzhen,Abu Dhabi,Evergreen,2024-06-17,2024-06-20,2024-07-05,2024-06-21,2024-07-11,15,20,5,Weather,Delayed,Low
SHP1198,Arabian Supplies,Ningbo,Jebel Ali,ONE,2024-02-14,2024-02-17,2024-03-09,2024-02-18,2024-03-14,21,25,4,Weather,Delayed,Medium
SHP1199,Arabian Supplies,Ningbo,Jebel Ali,CMA CGM,2024-01-10,2024-01-13,2024-01-31,2024-01-13,2024-01-31,18,18,0,None,On Time,Medium
SHP1200,Al Noor Trading,Singapore,Jebel Ali,CMA CGM,2024-05-11,2024-05-14,2024-06-03,2024-05-15,2024-06-09,20,25,5,Customs Hold,Delayed,Medium
SHP1201,Blue Ocean LLC,Qingdao,Abu Dhabi,COSCO,2024-01-13,2024-01-16,2024-02-04,2024-01-16,2024-02-05,19,20,1,Customs Hold,Delayed,Medium
SHP1202,Arabian Supplies,Busan,Abu Dhabi,Evergreen,2024-02-17,2024-02-20,2024-03-12,2024-02-21,2024-03-17,21,25,4,Customs Hold,Delayed,High
SHP1203,Desert Mart,Shenzhen,Jebel Ali,Maersk,2024-04-18,2024-04-21,2024-05-06,2024-04-21,2024-05-08,15,17,2,Documentation Issue,Delayed,Medium
SHP1204,Falcon Electronics,Qingdao,Jebel Ali,ONE,2024-06-18,2024-06-21,2024-07-09,2024-06-22,2024-07-11,18,19,1,Documentation Issue,Delayed,Medium
SHP1205,Emirates Retail,Qingdao,Abu Dhabi,ONE,2024-03-30,2024-04-02,2024-04-23,2024-04-03,2024-04-23,21,20,0,None,On Time,High
SHP1206,Gulf Imports,Busan,Abu Dhabi,Maersk,2024-01-20,2024-01-23,2024-02-12,2024-01-23,2024-02-13,20,21,1,Port Congestion,Delayed,High
SHP1207,Blue Ocean LLC,Busan,Jebel Ali,Hapag Lloyd,2024-01-18,2024-01-21,2024-02-07,2024-01-22,2024-02-13,17,22,5,Customs Hold,Delayed,High
SHP1208,Arabian Supplies,Shanghai,Jebel Ali,Hapag Lloyd,2024-06-22,2024-06-25,2024-07-16,2024-06-26,2024-07-18,21,22,1,Vessel Rollover,Delayed,Medium
SHP1209,Al Noor Trading,Shanghai,Jebel Ali,COSCO,2024-04-11,2024-04-14,2024-05-03,2024-04-15,2024-05-08,19,23,4,Weather,Delayed,Low
SHP1210,Gulf Imports,Busan,Abu Dhabi,ONE,2024-04-09,2024-04-12,2024-04-27,2024-04-13,2024-04-29,15,16,1,Vessel Rollover,Delayed,Medium
SHP1211,Blue Ocean LLC,Ningbo,Abu Dhabi,Maersk,2024-02-21,2024-02-24,2024-03-10,2024-02-24,2024-03-10,15,15,0,None,On Time,Low
SHP1212,Emirates Retail,Shenzhen,Abu Dhabi,Evergreen,2024-03-22,2024-03-25,2024-04-13,2024-03-25,2024-04-17,19,23,4,Documentation Issue,Delayed,High
SHP1213,Gulf Imports,Shanghai,Jebel Ali,Evergreen,2024-06-28,2024-07-01,2024-07-17,2024-07-02,2024-07-23,16,21,5,Documentation Issue,Delayed,High
SHP1214,Emirates Retail,Busan,Abu Dhabi,COSCO,2024-03-01,2024-03-04,2024-03-25,2024-03-05,2024-03-25,21,20,0,None,On Time,Low
SHP1215,Blue Ocean LLC,Singapore,Abu Dhabi,Hapag Lloyd,2024-02-03,2024-02-06,2024-02-21,2024-02-07,2024-02-21,15,14,0,None,On Time,Medium
SHP1216,Falcon Electronics,Shanghai,Abu Dhabi,COSCO,2024-04-14,2024-04-17,2024-05-02,2024-04-18,2024-05-03,15,15,0,None,On Time,Low
SHP1217,Arabian Supplies,Ningbo,Abu Dhabi,Hapag Lloyd,2024-05-12,2024-05-15,2024-06-03,2024-05-15,2024-06-03,19,19,0,None,On Time,High
SHP1218,Desert Mart,Singapore,Jebel Ali,CMA CGM,2024-02-01,2024-02-04,2024-02-20,2024-02-04,2024-02-21,16,17,1,Weather,Delayed,Low
SHP1219,Desert Mart,Ningbo,Abu Dhabi,Hapag Lloyd,2024-03-13,2024-03-16,2024-03-31,2024-03-16,2024-04-01,15,16,1,Documentation Issue,Delayed,Low
SHP1220,Falcon Electronics,Busan,Abu Dhabi,Evergreen,2024-01-24,2024-01-27,2024-02-12,2024-01-27,2024-02-15,16,19,3,Weather,Delayed,Low
SHP1221,Falcon Electronics,Busan,Abu Dhabi,ONE,2024-01-11,2024-01-14,2024-01-28,2024-01-14,2024-01-27,14,13,0,None,On Time,High
SHP1222,Falcon Electronics,Busan,Abu Dhabi,ONE,2024-05-26,2024-05-29,2024-06-18,2024-05-29,2024-06-21,20,23,3,Vessel Rollover,Delayed,Medium
SHP1223,Blue Ocean LLC,Shanghai,Jebel Ali,MSC,2024-05-03,2024-05-06,2024-05-23,2024-05-07,2024-05-29,17,22,5,Customs Hold,Delayed,Medium
SHP1224,Emirates Retail,Ningbo,Abu Dhabi,Evergreen,2024-04-16,2024-04-19,2024-05-10,2024-04-19,2024-05-12,21,23,2,Customs Hold,Delayed,Low
SHP1225,Emirates Retail,Busan,Jebel Ali,CMA CGM,2024-03-22,2024-03-25,2024-04-13,2024-03-25,2024-04-15,19,21,2,Customs Hold,Delayed,High
SHP1226,Gulf Imports,Shanghai,Jebel Ali,CMA CGM,2024-04-29,2024-05-02,2024-05-17,2024-05-03,2024-05-19,15,16,1,Weather,Delayed,Medium
SHP1227,Arabian Supplies,Shenzhen,Abu Dhabi,MSC,2024-06-06,2024-06-09,2024-06-29,2024-06-09,2024-06-29,20,20,0,None,On Time,High
SHP1228,Al Noor Trading,Shanghai,Abu Dhabi,Hapag Lloyd,2024-05-07,2024-05-10,2024-05-31,2024-05-11,2024-06-03,21,23,2,Vessel Rollover,Delayed,Medium
SHP1229,Al Noor Trading,Shenzhen,Abu Dhabi,Hapag Lloyd,2024-03-02,2024-03-05,2024-03-22,2024-03-06,2024-03-26,17,20,3,Port Congestion,Delayed,Low
SHP1230,Blue Ocean LLC,Ningbo,Abu Dhabi,ONE,2024-06-21,2024-06-24,2024-07-15,2024-06-24,2024-07-16,21,22,1,Port Congestion,Delayed,Medium
SHP1231,Al Noor Trading,Busan,Jebel Ali,CMA CGM,2024-04-13,2024-04-16,2024-05-05,2024-04-17,2024-05-05,19,18,0,None,On Time,Low
SHP1232,Desert Mart,Busan,Jebel Ali,MSC,2024-03-14,2024-03-17,2024-04-01,2024-03-18,2024-04-04,15,17,2,Documentation Issue,Delayed,High
SHP1233,Desert Mart,Ningbo,Jebel Ali,Hapag Lloyd,2024-04-10,2024-04-13,2024-05-02,2024-04-14,2024-05-08,19,24,5,Documentation Issue,Delayed,Low
SHP1234,Gulf Imports,Singapore,Abu Dhabi,Evergreen,2024-04-12,2024-04-15,2024-04-29,2024-04-15,2024-04-28,14,13,0,None,On Time,Medium
SHP1235,Desert Mart,Busan,Abu Dhabi,MSC,2024-05-12,2024-05-15,2024-06-05,2024-05-15,2024-06-05,21,21,0,None,On Time,Medium
SHP1236,Arabian Supplies,Busan,Abu Dhabi,ONE,2024-06-06,2024-06-09,2024-06-27,2024-06-10,2024-07-01,18,21,3,Documentation Issue,Delayed,Low
SHP1237,Desert Mart,Singapore,Jebel Ali,COSCO,2024-03-17,2024-03-20,2024-04-10,2024-03-20,2024-04-15,21,26,5,Customs Hold,Delayed,Low
SHP1238,Falcon Electronics,Busan,Jebel Ali,ONE,2024-03-19,2024-03-22,2024-04-05,2024-03-23,2024-04-09,14,17,3,Customs Hold,Delayed,High
SHP1239,Gulf Imports,Singapore,Jebel Ali,Maersk,2024-05-29,2024-06-01,2024-06-22,2024-06-02,2024-06-23,21,21,0,None,On Time,Low
SHP1240,Blue Ocean LLC,Shenzhen,Abu Dhabi,MSC,2024-06-28,2024-07-01,2024-07-16,2024-07-01,2024-07-16,15,15,0,None,On Time,Medium
SHP1241,Falcon Electronics,Ningbo,Jebel Ali,Hapag Lloyd,2024-06-25,2024-06-28,2024-07-15,2024-06-29,2024-07-18,17,19,2,Port Congestion,Delayed,Medium
SHP1242,Gulf Imports,Qingdao,Abu Dhabi,Hapag Lloyd,2024-06-18,2024-06-21,2024-07-12,2024-06-22,2024-07-16,21,24,3,Customs Hold,Delayed,Medium
SHP1243,Gulf Imports,Shenzhen,Abu Dhabi,MSC,2024-06-22,2024-06-25,2024-07-13,2024-06-26,2024-07-17,18,21,3,Weather,Delayed,Medium
SHP1244,Blue Ocean LLC,Shenzhen,Abu Dhabi,CMA CGM,2024-03-14,2024-03-17,2024-04-03,2024-03-18,2024-04-08,17,21,4,Customs Hold,Delayed,High
SHP1245,Desert Mart,Shanghai,Abu Dhabi,ONE,2024-05-26,2024-05-29,2024-06-18,2024-05-30,2024-06-21,20,22,2,Weather,Delayed,High
SHP1246,Gulf Imports,Ningbo,Abu Dhabi,Hapag Lloyd,2024-03-29,2024-04-01,2024-04-22,2024-04-02,2024-04-27,21,25,4,Vessel Rollover,Delayed,Low
SHP1247,Gulf Imports,Shanghai,Jebel Ali,ONE,2024-03-10,2024-03-13,2024-03-29,2024-03-13,2024-03-28,16,15,0,None,On Time,High
SHP1248,Al Noor Trading,Singapore,Jebel Ali,Maersk,2024-01-14,2024-01-17,2024-02-01,2024-01-18,2024-02-04,15,17,2,Vessel Rollover,Delayed,Low
SHP1249,Falcon Electronics,Ningbo,Abu Dhabi,CMA CGM,2024-02-10,2024-02-13,2024-03-04,2024-02-14,2024-03-09,20,24,4,Vessel Rollover,Delayed,Medium
SHP1250,Gulf Imports,Busan,Jebel Ali,MSC,2024-06-14,2024-06-17,2024-07-01,2024-06-17,2024-07-06,14,19,5,Documentation Issue,Delayed,Medium
SHP1251,Gulf Imports,Singapore,Abu Dhabi,Maersk,2024-02-15,2024-02-18,2024-03-03,2024-02-19,2024-03-09,14,19,5,Vessel Rollover,Delayed,High
SHP1252,Falcon Electronics,Busan,Abu Dhabi,MSC,2024-03-17,2024-03-20,2024-04-04,2024-03-21,2024-04-06,15,16,1,Vessel Rollover,Delayed,Low
SHP1253,Desert Mart,Ningbo,Abu Dhabi,ONE,2024-04-29,2024-05-02,2024-05-20,2024-05-02,2024-05-20,18,18,0,None,On Time,Medium
SHP1254,Emirates Retail,Singapore,Jebel Ali,MSC,2024-02-17,2024-02-20,2024-03-05,2024-02-21,2024-03-10,14,18,4,Customs Hold,Delayed,Low
SHP1255,Desert Mart,Shanghai,Abu Dhabi,ONE,2024-06-12,2024-06-15,2024-07-05,2024-06-16,2024-07-11,20,25,5,Documentation Issue,Delayed,High
SHP1256,Al Noor Trading,Shenzhen,Abu Dhabi,MSC,2024-02-17,2024-02-20,2024-03-07,2024-02-21,2024-03-10,16,18,2,Weather,Delayed,Medium
SHP1257,Falcon Electronics,Shenzhen,Jebel Ali,Maersk,2024-03-09,2024-03-12,2024-03-31,2024-03-12,2024-04-01,19,20,1,Customs Hold,Delayed,Low
SHP1258,Falcon Electronics,Busan,Abu Dhabi,ONE,2024-01-31,2024-02-03,2024-02-24,2024-02-03,2024-02-25,21,22,1,Vessel Rollover,Delayed,High
SHP1259,Gulf Imports,Qingdao,Jebel Ali,COSCO,2024-06-12,2024-06-15,2024-07-03,2024-06-15,2024-07-04,18,19,1,Weather,Delayed,Low
SHP1260,Arabian Supplies,Singapore,Jebel Ali,Evergreen,2024-06-04,2024-06-07,2024-06-26,2024-06-08,2024-06-29,19,21,2,Documentation Issue,Delayed,High
SHP1261,Falcon Electronics,Shenzhen,Jebel Ali,Hapag Lloyd,2024-06-23,2024-06-26,2024-07-11,2024-06-27,2024-07-15,15,18,3,Documentation Issue,Delayed,High
SHP1262,Desert Mart,Busan,Abu Dhabi,Maersk,2024-01-16,2024-01-19,2024-02-05,2024-01-19,2024-02-08,17,20,3,Weather,Delayed,Low
SHP1263,Arabian Supplies,Shanghai,Abu Dhabi,MSC,2024-02-22,2024-02-25,2024-03-17,2024-02-26,2024-03-17,21,20,0,None,On Time,Low
SHP1264,Blue Ocean LLC,Singapore,Abu Dhabi,ONE,2024-04-16,2024-04-19,2024-05-10,2024-04-19,2024-05-13,21,24,3,Documentation Issue,Delayed,High
SHP1265,Emirates Retail,Shanghai,Jebel Ali,COSCO,2024-04-11,2024-04-14,2024-05-02,2024-04-14,2024-05-07,18,23,5,Weather,Delayed,Medium
SHP1266,Blue Ocean LLC,Shanghai,Abu Dhabi,COSCO,2024-06-28,2024-07-01,2024-07-16,2024-07-01,2024-07-19,15,18,3,Port Congestion,Delayed,High
SHP1267,Arabian Supplies,Qingdao,Abu Dhabi,Maersk,2024-02-04,2024-02-07,2024-02-27,2024-02-08,2024-02-29,20,21,1,Vessel Rollover,Delayed,Low
SHP1268,Gulf Imports,Busan,Abu Dhabi,Hapag Lloyd,2024-06-18,2024-06-21,2024-07-07,2024-06-22,2024-07-12,16,20,4,Port Congestion,Delayed,High
SHP1269,Blue Ocean LLC,Singapore,Abu Dhabi,Hapag Lloyd,2024-02-27,2024-03-01,2024-03-15,2024-03-01,2024-03-20,14,19,5,Customs Hold,Delayed,Medium
SHP1270,Desert Mart,Ningbo,Jebel Ali,Maersk,2024-02-28,2024-03-02,2024-03-19,2024-03-03,2024-03-22,17,19,2,Weather,Delayed,Low
SHP1271,Al Noor Trading,Shanghai,Jebel Ali,COSCO,2024-04-17,2024-04-20,2024-05-04,2024-04-20,2024-05-04,14,14,0,None,On Time,Low
SHP1272,Blue Ocean LLC,Qingdao,Jebel Ali,Hapag Lloyd,2024-06-21,2024-06-24,2024-07-08,2024-06-24,2024-07-08,14,14,0,None,On Time,High
SHP1273,Arabian Supplies,Singapore,Abu Dhabi,Hapag Lloyd,2024-01-15,2024-01-18,2024-02-03,2024-01-19,2024-02-07,16,19,3,Weather,Delayed,Low
SHP1274,Gulf Imports,Singapore,Jebel Ali,COSCO,2024-06-21,2024-06-24,2024-07-13,2024-06-25,2024-07-14,19,19,0,None,On Time,Medium
SHP1275,Emirates Retail,Qingdao,Jebel Ali,CMA CGM,2024-03-11,2024-03-14,2024-03-28,2024-03-14,2024-03-31,14,17,3,Vessel Rollover,Delayed,Low
SHP1276,Blue Ocean LLC,Ningbo,Abu Dhabi,COSCO,2024-06-20,2024-06-23,2024-07-13,2024-06-24,2024-07-19,20,25,5,Vessel Rollover,Delayed,High
SHP1277,Desert Mart,Singapore,Jebel Ali,Evergreen,2024-05-17,2024-05-20,2024-06-10,2024-05-20,2024-06-10,21,21,0,None,On Time,Medium
SHP1278,Gulf Imports,Shenzhen,Jebel Ali,CMA CGM,2024-01-15,2024-01-18,2024-02-07,2024-01-18,2024-02-09,20,22,2,Vessel Rollover,Delayed,Low
SHP1279,Emirates Retail,Singapore,Jebel Ali,Maersk,2024-01-21,2024-01-24,2024-02-14,2024-01-25,2024-02-20,21,26,5,Port Congestion,Delayed,Medium
SHP1280,Arabian Supplies,Busan,Jebel Ali,COSCO,2024-04-06,2024-04-09,2024-04-23,2024-04-09,2024-04-28,14,19,5,Weather,Delayed,High
SHP1281,Gulf Imports,Singapore,Jebel Ali,ONE,2024-03-26,2024-03-29,2024-04-16,2024-03-29,2024-04-15,18,17,0,None,On Time,Medium
SHP1282,Desert Mart,Shenzhen,Abu Dhabi,COSCO,2024-03-03,2024-03-06,2024-03-23,2024-03-06,2024-03-25,17,19,2,Documentation Issue,Delayed,Low
SHP1283,Emirates Retail,Qingdao,Abu Dhabi,Maersk,2024-06-15,2024-06-18,2024-07-07,2024-06-19,2024-07-09,19,20,1,Customs Hold,Delayed,Low
SHP1284,Desert Mart,Qingdao,Jebel Ali,Hapag Lloyd,2024-04-30,2024-05-03,2024-05-22,2024-05-04,2024-05-23,19,19,0,None,On Time,High
SHP1285,Gulf Imports,Ningbo,Abu Dhabi,MSC,2024-02-07,2024-02-10,2024-02-24,2024-02-11,2024-02-26,14,15,1,Customs Hold,Delayed,Medium
SHP1286,Arabian Supplies,Qingdao,Abu Dhabi,COSCO,2024-05-25,2024-05-28,2024-06-14,2024-05-29,2024-06-17,17,19,2,Customs Hold,Delayed,High
SHP1287,Gulf Imports,Busan,Jebel Ali,Hapag Lloyd,2024-03-31,2024-04-03,2024-04-19,2024-04-04,2024-04-20,16,16,0,None,On Time,High
SHP1288,Gulf Imports,Singapore,Jebel Ali,Maersk,2024-01-20,2024-01-23,2024-02-06,2024-01-23,2024-02-11,14,19,5,Vessel Rollover,Delayed,Low
SHP1289,Desert Mart,Shanghai,Abu Dhabi,ONE,2024-02-08,2024-02-11,2024-02-25,2024-02-12,2024-02-26,14,14,0,None,On Time,Medium
SHP1290,Al Noor Trading,Busan,Abu Dhabi,Hapag Lloyd,2024-01-05,2024-01-08,2024-01-22,2024-01-09,2024-01-26,14,17,3,Port Congestion,Delayed,Medium
SHP1291,Al Noor Trading,Busan,Jebel Ali,MSC,2024-01-05,2024-01-08,2024-01-28,2024-01-08,2024-02-02,20,25,5,Port Congestion,Delayed,High
SHP1292,Arabian Supplies,Qingdao,Jebel Ali,CMA CGM,2024-06-07,2024-06-10,2024-06-28,2024-06-11,2024-07-04,18,23,5,Customs Hold,Delayed,Medium
SHP1293,Falcon Electronics,Shanghai,Jebel Ali,Maersk,2024-04-27,2024-04-30,2024-05-17,2024-04-30,2024-05-21,17,21,4,Customs Hold,Delayed,Medium
SHP1294,Falcon Electronics,Shanghai,Jebel Ali,Maersk,2024-04-07,2024-04-10,2024-04-30,2024-04-11,2024-05-04,20,23,3,Port Congestion,Delayed,Medium
SHP1295,Al Noor Trading,Ningbo,Jebel Ali,Evergreen,2024-04-21,2024-04-24,2024-05-13,2024-04-24,2024-05-16,19,22,3,Documentation Issue,Delayed,Low
SHP1296,Falcon Electronics,Shenzhen,Jebel Ali,MSC,2024-05-25,2024-05-28,2024-06-18,2024-05-28,2024-06-19,21,22,1,Port Congestion,Delayed,Medium
SHP1297,Al Noor Trading,Shenzhen,Jebel Ali,Hapag Lloyd,2024-01-05,2024-01-08,2024-01-25,2024-01-08,2024-01-28,17,20,3,Vessel Rollover,Delayed,High
SHP1298,Arabian Supplies,Singapore,Jebel Ali,Evergreen,2024-05-25,2024-05-28,2024-06-17,2024-05-29,2024-06-22,20,24,4,Vessel Rollover,Delayed,Low
SHP1299,Blue Ocean LLC,Ningbo,Jebel Ali,CMA CGM,2024-01-21,2024-01-24,2024-02-12,2024-01-24,2024-02-11,19,18,0,None,On Time,Low
SHP1300,Falcon Electronics,Shenzhen,Abu Dhabi,COSCO,2024-06-06,2024-06-09,2024-06-29,2024-06-10,2024-07-05,20,25,5,Port Congestion,Delayed,High
SHP1301,Falcon Electronics,Qingdao,Jebel Ali,Evergreen,2024-04-01,2024-04-04,2024-04-24,2024-04-04,2024-04-26,20,22,2,Documentation Issue,Delayed,Low
SHP1302,Desert Mart,Ningbo,Abu Dhabi,ONE,2024-03-16,2024-03-19,2024-04-05,2024-03-19,2024-04-09,17,21,4,Port Congestion,Delayed,Low
SHP1303,Al Noor Trading,Shanghai,Abu Dhabi,COSCO,2024-02-09,2024-02-12,2024-03-03,2024-02-13,2024-03-05,20,21,1,Port Congestion,Delayed,Medium
SHP1304,Gulf Imports,Qingdao,Abu Dhabi,Hapag Lloyd,2024-03-10,2024-03-13,2024-03-28,2024-03-13,2024-03-28,15,15,0,None,On Time,Low
SHP1305,Al Noor Trading,Shenzhen,Jebel Ali,Hapag Lloyd,2024-05-11,2024-05-14,2024-06-03,2024-05-14,2024-06-02,20,19,0,None,On Time,Low
SHP1306,Blue Ocean LLC,Qingdao,Jebel Ali,ONE,2024-03-24,2024-03-27,2024-04-16,2024-03-28,2024-04-16,20,19,0,None,On Time,Low
SHP1307,Gulf Imports,Shenzhen,Abu Dhabi,CMA CGM,2024-03-03,2024-03-06,2024-03-22,2024-03-07,2024-03-27,16,20,4,Weather,Delayed,Medium
SHP1308,Desert Mart,Qingdao,Abu Dhabi,COSCO,2024-02-07,2024-02-10,2024-02-25,2024-02-11,2024-02-26,15,15,0,None,On Time,High
SHP1309,Emirates Retail,Busan,Jebel Ali,COSCO,2024-04-02,2024-04-05,2024-04-23,2024-04-06,2024-04-24,18,18,0,None,On Time,High
SHP1310,Desert Mart,Busan,Abu Dhabi,Evergreen,2024-02-04,2024-02-07,2024-02-25,2024-02-08,2024-02-25,18,17,0,None,On Time,Medium
